ProviderID,Source,Location,Contact Number,Type,Latitude,Longitude,CMS Rating,Availability,Cost
24,Supplier Directory,"LINCARE INC, 2213 E MAIN ST, ALBERT LEA, MN",5073775044,Medical Supply Company Other,43.65546,-93.338,3,12,800
25,Supplier Directory,"NAI SATURN EASTERN LLC, 5980 KINGSTOWNE TOWNE CTR, ALEXANDRIA, VA",7039213127,Pharmacy|Grocery Store,38.77613,-77.138,1,12,200
26,Supplier Directory,"HARMON CITY INC, 4874 W 6200 S, KEARNS, UT",8019637200,Pharmacy,40.63852,-112.00841,3,12,800
27,Supplier Directory,"WAL-MART STORES EAST LP, 3111 BROWNS MILL RD, JOHNSON CITY, TN",4232829484,Pharmacy|Optician,36.36055,-82.39812,5,12,600
28,Supplier Directory,"WECARE MEDICAL LLC, 70 PINE ST, GALLIPOLIS, OH",7402082000,MSC With Respiratory Therapist,38.8146,-82.19838,1,12,800
29,Supplier Directory,"LONGS DRUG STORES CALIFORNIA LLC, 1871 EL CAMINO REAL, BURLINGAME, CA",6506925065,Pharmacy,37.59588,-122.385,2,12,400
30,Supplier Directory,"NORTHERN OPHTHALMIC ASSOCIATES, 1330 POWELL ST, NORRISTOWN, PA",6102726888,Optometrist,40.123452,-75.33624399,5,12,400
31,Supplier Directory,"WAL-MART STORES EAST LP, 100 ELMRIDGE CENTER DR, GREECE, NY",5852271210,Pharmacy|Optician,43.21486,-77.72723,4,12,400
32,Supplier Directory,"CVS ALBANY LLC, 1064 WILMOT RD, SCARSDALE, NY",9147222011,Pharmacy,40.98336,-73.77843,5,12,1000
33,Supplier Directory,"JERICHO CHEMISTS INC, 24725 JAMAICA AVENUE, BELLEROSE, NY",5168823777,Pharmacy,40.7256149,-73.72027799,3,12,800
34,Supplier Directory,"BRIGHTON EYE ASSOCIATES PC, 1001 E BRIDGE ST, BRIGHTON, CO",3036593036,Optometrist,39.98687,-104.80981,2,12,600
35,Supplier Directory,"VIRGINIA CVS PHARMACY LLC, 21550 TIMBERLAKE ROAD, LYNCHBURG, VA",4342390311,Pharmacy,37.32743,-79.24861,2,12,800
36,Supplier Directory,"PUBLIX SUPER MARKETS INC, 10400 SW VILLAGE CENTER DR, PORT SAINT LUCIE, FL",7723459911,Pharmacy,27.26806,-80.43161,1,12,1000
37,Supplier Directory,"WALGREEN CO, 2103 ELDRIDGE RD, SUGAR LAND, TX",2812400040,Pharmacy,29.65146,-95.61911,4,12,200
38,Supplier Directory,"WALGREEN CO, 1065 TRUMAN HWY, BOSTON, MA",6173611811,Pharmacy,42.24224,-71.12715,4,12,200
39,Supplier Directory,"CONDADO SALES AND RENTAL INC, 186 CALLE JUAN P DUARTE, HATO REY, PR",7877582325,Medical Supply Company Other,18.42146,-66.04948,4,12,600
40,Supplier Directory,"SALEM DRUG COMPANY INC, 502 HIGHWAY 62 W, SALEM, AR",8708957455,Pharmacy,36.37086,-91.83466,5,12,400
41,Supplier Directory,"MONITOR MEDICAL, INC., 12999 JESS PIRTLE BLVD, SUGAR LAND, TX",2812407222,MSC With Respiratory Therapist,29.63711,-95.61126,4,12,600
42,Supplier Directory,"NEW JERSEY CVS PHARMACY LLC, 890 BENNETTS MILLS RD, JACKSON, NJ",7323677530,Pharmacy,40.12668,-74.27831,4,12,200
43,Supplier Directory,"OHIO CVS STORES LLC, 7412 STATE RD, PARMA, OH",4408878038,Pharmacy,41.36386,-81.7174,2,12,400
44,Supplier Directory,"SOUTH CAROLINA CVS PHARMACY LLC, 7697 CHARLOTTE HWY, INDIAN LAND, SC",8033961525,Pharmacy,34.93453,-80.83589,5,12,600
45,Supplier Directory,"WALGREEN CO, 3009 W MARKET ST, FAIRLAWN, OH",3308671946,Pharmacy,41.12886,-81.61124,1,12,800
46,Supplier Directory,"DESNA PHARMACY INC, 307 S MILWAUKEE AVE, WHEELING, IL",8472295477,Pharmacy,42.13542,-87.90372,1,12,400
47,Supplier Directory,"ABILITIES IN MOTION LLC, 11151 KENWOOD RD, BLUE ASH, OH",5132450253,Orthotic Personnel|Prosthetic Personnel,39.2669,-84.37362,5,12,1000
48,Supplier Directory,"URS SUB I, LLC, 4830 LAKEWOOD DR, WACO, TX",2547511556,Medical Supply Company Other,31.53723,-97.18904,2,12,800
49,Supplier Directory,"MEDICAL SERVICES OF AMERICA INC, 1001 N WASHINGTON ST, ARDMORE, OK",5802265380,Medical Supply Company Other,34.18316,-97.12449,5,12,600
50,Supplier Directory,"HOOK-SUPERX LLC, 310 N HALLECK ST, DEMOTTE, IN",2199873301,Pharmacy,41.20469,-87.19891,3,12,1000
51,Supplier Directory,"HANGER PROSTHETICS & ORTHOTICS WEST INC, 3602 INLAND EMPIRE BLVD, ONTARIO, CA",9094845700,Orthotic Personnel|Prosthetic Personnel,34.07025,-117.57291,2,12,1000
52,Supplier Directory,"FUTURE PHARMACY INC, 2480 65TH ST, BROOKLYN, NY",7183766563,Certified Other|Orthotic Personnel|Prosthetic Personnel|Pharmacy,40.60967,-73.97472,3,12,200
53,Supplier Directory,"WALGREEN CO, 8400 ELK GROVE FLORIN RD, ELK GROVE, CA",9165253563,Pharmacy,38.45074,-121.37185,5,12,800
54,Supplier Directory,"WALGREEN CO, 5500 COUNTY FARM RD, HANOVER PARK, IL",6302131809,Pharmacy,41.97344,-88.15041,5,12,200
55,Supplier Directory,"JATALA INC, 191 MAIN ST, LITTLE FERRY, NJ",2016417200,Pharmacy,40.85162,-74.04074,5,12,1000
56,Supplier Directory,"WALGREEN CO, 8333 N DAVIS HWY STE 50, PENSACOLA, FL",8504942432,Pharmacy,30.51452,-87.21737,2,12,800
57,Supplier Directory,"EASTRIDGE-PHELPS PHARMACY LLC, 460 COMMERCE DR, GREENSBURG, KY",2702992333,Pharmacy,37.2628,-85.49937,2,12,400
58,Supplier Directory,"WILSON PHARMACY INC, 400 N STATE OF FRANKLIN RD, JOHNSON CITY, TN",4234312140,Pharmacy,36.30937,-82.38649,2,12,400
59,Supplier Directory,"TENNESSEE CVS PHARMACY LLC, 1900 TOWN CENTER BLVD, KNOXVILLE, TN",8652915479,Pharmacy,35.8402,-84.16783,4,12,800
60,Supplier Directory,"LINCARE INC, 1101 W 32ND ST, MARION, IN",7656645195,Medical Supply Company Other,40.53178,-85.67308,3,12,1000
61,Supplier Directory,"WALGREEN EASTERN CO INC, 324 MASSACHUSETTS AVE, ARLINGTON, MA",7816434112,Pharmacy,42.4104,-71.14783,2,12,400
62,Supplier Directory,"SCOTT-LARSON LLC, 1837 E KIRKWOOD ST, SPRINGFIELD, MO",4177557430,Orthotic Personnel|Prosthetic Personnel,37.17697,-93.26053,1,12,1000
63,Supplier Directory,"PUBLIX SUPER MARKETS INC, 10128 TWO NOTCH RD, COLUMBIA, SC",8037881655,Pharmacy|Grocery Store,34.11607,-80.88536,4,12,800
64,Supplier Directory,"ALLINA HEALTH SYSTEM, 333 SMITH AVE N, ST PAUL, MN",6512418849,Pharmacy,44.9418,-93.10855,5,12,200
65,Supplier Directory,"PUBLIX SUPER MARKETS INC, 3720 NW 13TH ST, GAINESVILLE, FL",3523352363,Pharmacy,29.68635,-82.33921,4,12,1000
66,Supplier Directory,"THE KROGER CO, 3700 SALEM RD, COVINGTON, GA",6783426050,Pharmacy|Grocery Store,33.58907,-83.96838,1,12,600
67,Supplier Directory,"WASHINGTON CVS PHARMACY LLC, 665 SLEATER KINNEY RD SE, LACEY, WA",3604868927,Pharmacy,47.0427,-122.83389,1,12,600
68,Supplier Directory,"PHARMACY4HUMANITY, 18421 S MAIN ST, GARDENA, CA",3103746284,Pharmacy,33.86291498,-118.276525,2,12,200
69,Supplier Directory,"CUSTOM OPTICAL OF FONDREN LLC, 661 DULING AVE, JACKSON, MS",6013626675,Optician,32.33579,-90.17429,2,12,600
70,Supplier Directory,"WALGREEN CO, 100 W ONTARIO AVE, CORONA, CA",9515829551,Pharmacy,33.85635,-117.57003,4,12,600
71,Supplier Directory,"AVE J ROYAL CARE PHARMACY LLC, 1315 AVENUE J, BROOKLYN, NY",7182531030,Pharmacy,40.62511,-73.96287,3,12,600
72,Supplier Directory,"WALGREEN CO, 1040 DELAWARE AVE STE A, MARION, OH",7403834529,Pharmacy,40.57265,-83.12353,2,12,400
73,Supplier Directory,"WALMART INC, 3396 STOCKTON HILL RD, KINGMAN, AZ",9286920444,Pharmacy|Optician,35.22276,-114.03587,4,12,1000
74,Supplier Directory,"BODENHAMER EYE CONSULTANTS, LLC, 3238 W TRUMAN BLVD, JEFFERSON CITY, MO",5736352020,Optometrist,38.59314,-92.23919,4,12,600
75,Supplier Directory,"PUBLIX SUPER MARKETS INC, 205 RIVERTOWN SHOPS DR, SAINT JOHNS, FL",9042979334,Pharmacy,30.03108,-81.62675,4,12,200
76,Supplier Directory,"CORNER DRUG STORE OF STURGIS LLC, 424 N ADAMS ST, STURGIS, KY",2703335341,Pharmacy,37.54508,-87.98537,1,12,800
77,Supplier Directory,"INTEGRIS PROHEALTH INC, 1205 HEALTH CENTER PKWY, YUKON, OK",4057175330,Pharmacy,35.48415,-97.7652,5,12,1000
78,Supplier Directory,"WALGREEN CO, 2100 SHERIDAN RD, ZION, IL",8478723228,Pharmacy,42.4563,-87.8254,3,12,600
79,Supplier Directory,"WALGREEN CO, 50 EAST STATE ST, TRENTON, NJ",6095032110,Pharmacy,40.22031,-74.76504,3,12,200
80,Supplier Directory,"HENRY FORD HEALTH SYSTEM, 7800 W OUTER DR, DETROIT, MI",3135436300,Pharmacy,42.41947,-83.21345,4,12,200
81,Supplier Directory,"LEWIS DRUGS, INC., 2901 S MINNESOTA AVE, SIOUX FALLS, SD",6053672110,Pharmacy,43.51804,-96.73137,3,12,1000
82,Supplier Directory,"HEARTLAND EYE CARE, PC, 915 PARK ST E, PARK RIVER, ND",7012847330,Optometrist,48.39821,-97.74,4,12,400
83,Supplier Directory,"GRAND ST PAUL CVS LLC, 300 CLYDESDALE TRL, MEDINA, MN",7638520007,Pharmacy,45.04432,-93.52914,4,12,800
84,Supplier Directory,"FRED MEYER STORES INC, 9925 STATE AVE, MARYSVILLE, WA",3606530733,Pharmacy|Department Store|Grocery Store,48.08513,-122.17215,5,12,200
85,Supplier Directory,"PULMONAIRE SERVICE, INC., 836 MCCALLIE AVE, CHATTANOOGA, TN",4237567050,Medical Supply Company Other|MSC With Respiratory Therapist,35.04308,-85.29427,5,12,200
86,Supplier Directory,"SR PHARMACY INC, 4329 BROADWAY, NEW YORK, NY",2127408500,Pharmacy,40.85254,-73.93466,1,12,200
87,Supplier Directory,"EMPIRE HOME INFUSION SERVICE INC, 10 BLACKSMITH DR, MALTA, NY",5188998103,Certified Other|Pharmacy,42.96978,-73.79386,5,12,200
88,Supplier Directory,"SERVICE DRUG, INC, 104 E 6TH ST, ALLIANCE, NE",3087622877,Medical Supply Company Other|Prosthetic Personnel,42.10026,-102.87044,2,12,1000
89,Supplier Directory,"DISCOUNT DRUG MART INC, 2253 COLORADO AVE, LORAIN, OH",4402880191,Pharmacy,41.46553,-82.15184,1,12,1000
90,Supplier Directory,"FNL MEDICAL SUPPLY LLC., 497 NEW BRUNSWICK AVE, FORDS, NJ",7327103090,Medical Supply Company Other|MSC With Orthotic-Prosthetic,40.52782,-74.31203,5,12,1000
91,Supplier Directory,"PUBLIX SUPER MARKETS INC, 10115 UNIVERSITY BLVD, ORLANDO, FL",4075515195,Pharmacy,28.59748,-81.24262,4,12,200
92,Supplier Directory,"SOUTH CAROLINA CVS PHARMACY LLC, 1006 FORDING ISLAND RD, BLUFFTON, SC",8438152801,Pharmacy,32.25852,-80.85243,2,12,600
93,Supplier Directory,"WALGREEN CO, 5230 N MILWAUKEE AVE, CHICAGO, IL",7737368920,Pharmacy,41.97543,-87.76768,2,12,200
94,Supplier Directory,"WALGREEN CO, 1902 W FRANKLIN BLVD, GASTONIA, NC",7048644590,Pharmacy,35.25959,-81.21803,5,12,1000
95,Supplier Directory,"NATIONAL SEATING & MOBILITY INC, 1985 16TH ST NE, SALEM, OR",9713745210,Medical Supply Company Other,44.95369541,-123.0133125,2,12,1000
96,Supplier Directory,"SCOTT & WHITE MEMORIAL HOSPITAL, 5701 AIRPORT RD, TEMPLE, TX",2542159523,Pharmacy,31.1249,-97.39346,2,12,600
97,Supplier Directory,"WALGREEN CO, 904 COLUMBUS AVE, LEBANON, OH",5139341212,Pharmacy,39.44953,-84.18498,4,12,200
98,Supplier Directory,"WALGREEN CO, 5301 W LOVERS LN, DALLAS, TX",2144163405,Pharmacy,32.85127,-96.82015,3,12,400
99,Supplier Directory,"WAL-MART STORES EAST LP, 8808 BEACH BLVD, JACKSONVILLE, FL",9046464633,Pharmacy|Optician,30.28692,-81.56456,2,12,600
100,Supplier Directory,"SAMS EAST INC, 3833 N GLOSTER ST, TUPELO, MS",6628407601,Pharmacy,34.31207,-88.70699,4,12,600
101,Supplier Directory,"WALGREEN CO, 1905 N 2ND ST, CLINTON, IA",5632432247,Pharmacy,41.86742,-90.1816,5,12,400
102,Supplier Directory,"SAFEWAY INC, 23565 N SCOTTSDALE RD, SCOTTSDALE, AZ",4805859650,Pharmacy|Grocery Store,33.70131,-111.91576,3,12,400
103,Supplier Directory,"WALMART INC, 2875 W MARTIN LUTHER KING BLVD, FAYETTEVILLE, AR",4795214350,Pharmacy|Optician,36.05252,-94.20027,1,12,600
104,Supplier Directory,"HY-VEE INC, 1500 CENTRAL PARK COMMONS DR, EAGAN, MN",6514053662,Pharmacy,44.83453,-93.17111,1,12,600
105,Supplier Directory,"SOLEO HEALTH INC, 2866 DAUPHIN ST, MOBILE, AL",2512346074,Pharmacy,30.68818,-88.10531,3,12,400
106,Supplier Directory,"WALGREEN CO, 2700 W FLAGLER ST, MIAMI, FL",3056441994,Pharmacy,25.77222,-80.23962,3,12,800
107,Supplier Directory,"WALGREEN CO, 3634 REYNOLDA RD, WINSTON SALEM, NC",3369232367,Pharmacy,36.15793,-80.31853,4,12,600
108,Supplier Directory,"KCI USA INC, 6135 W CORPORAL LN, BOISE, ID",2083755636,Medical Supply Company Other,43.60842,-116.25811,5,12,800
109,Supplier Directory,"DRS LOGAN & BAILEY OPTOMETRISTS INC, 2517 E MAIN ST, RICHMOND, IN",7659662661,Optometrist,39.83046,-84.86687,1,12,800
110,Supplier Directory,"R A CALDWELL CO INC, 474 W MAIN ST, STAMFORD, CT",2033480174,Medical Supply Company Other,41.04821,-73.557,4,12,600
111,Supplier Directory,"LUXOTTICA OF AMERICA INC, 120 VINTAGE WAY, NOVATO, CA",4155070800,Optician,38.09105699,-122.5539,3,12,600
112,Supplier Directory,"WALGREEN CO, 4351 W SAMPLE RD, COCONUT CREEK, FL",9549784979,Pharmacy,26.27402,-80.18364,5,12,600
113,Supplier Directory,"LUXOTTICA OF AMERICA INC, 6600 MENAUL BLVD NE, ALBUQUERQUE, NM",5058893465,Optician,35.10902,-106.57097,2,12,600
114,Supplier Directory,"PUBLIX SUPER MARKETS INC, 55 N INDIANA AVE, ENGLEWOOD, FL",9414733301,Pharmacy,26.96264,-82.35293,3,12,400
115,Supplier Directory,"ARDY MEDICAL SUPPLY CORP, 9786 SW 24TH ST, MIAMI, FL",3055516071,MSC With Orthotic-Prosthetic,25.74709,-80.35339,4,12,200
116,Supplier Directory,"LISTON PROSTHETICS, LLC, 5292 S COLLEGE DR, MURRAY, UT",3854253960,Prosthetic Personnel,40.65524,-111.90479,3,12,1000
117,Supplier Directory,"HALL FAMILY EYECARE LLC, 2107 S SENECA ST, WICHITA, KS",3162647300,Optometrist,37.65516,-97.3528,3,12,1000
118,Supplier Directory,"NEW JERSEY CVS PHARMACY LLC, 675 WOODBURY GLASSBORO RD, SEWELL, NJ",8564152380,Pharmacy,39.76088,-75.13194,2,12,600
119,Supplier Directory,"ALTMAN EYE CLINIC, P.C., 11 W PINE ST, MC RAE, GA",2298686312,Optometrist,32.06688,-82.89883,5,12,400
120,Supplier Directory,"ASTRUP DRUG INC, 1312 NORTHLAND DR, MENDOTA HEIGHTS, MN",6514125939,Pharmacy,44.86354,-93.16275,5,12,200
121,Supplier Directory,"WAL-MART STORES EAST LP, 1001 E MAIN ST, YUKON, OK",4055770051,Pharmacy,35.50783,-97.73265,2,12,200
122,Supplier Directory,"CHARLES H. NEU, 295 NEW DORP LN, STATEN ISLAND, NY",7183513006,Optometrist,40.57201,-74.11244,5,12,800
123,Supplier Directory,"EMPIRE PROFESSIONAL PHARMACY INC, 200 HOSPITAL DR, GLEN BURNIE, MD",4107870030,MSC With Orthotic Personnel|Pharmacy,39.13818,-76.61933,2,12,1000
124,Supplier Directory,"BOYT PHARMACEUTICAL SERVICES,LLC., 411 MAIN ST, METUCHEN, NJ",7325482125,Pharmacy,40.542,-74.36181,1,12,1000
125,Supplier Directory,"RISER FOODS COMPANY, 14100 DETROIT AVE, LAKEWOOD, OH",2162261600,Pharmacy,41.48543,-81.79179,3,12,1000
126,Supplier Directory,"FROEDTERT HEALTH PHARMACY LLC, 7901 S 6TH ST, OAK CREEK, WI",4143468050,Pharmacy,42.90055,-87.92078,5,12,200
127,Supplier Directory,"HOLIDAY CVS LLC, 975 TAMPA RD, PALM HARBOR, FL",7277728119,Pharmacy,28.06857,-82.77267,4,12,200
128,Supplier Directory,"ANATOMICAL DESIGNS, INC., 511 BURROUGHS ST, MORGANTOWN, WV",3042849190,Orthotic Personnel|Prosthetic Personnel,39.65739,-79.97035,5,12,200
129,Supplier Directory,"SAMS EAST INC, 5450 CARPENTER RD, YPSILANTI, MI",7344342587,Pharmacy,42.21109,-83.6797,5,12,600
130,Supplier Directory,"WAL-MART STORES EAST LP, 306 N GENERALS BLVD, LINCOLNTON, NC",7047323095,Pharmacy|Optician,35.4838,-81.24267,4,12,400
131,Supplier Directory,"DISCOUNT DRUG MART INC, 5923 WOOSTER PIKE, MEDINA, OH",3307210600,Pharmacy,41.1127,-81.86421,3,12,200
132,Supplier Directory,"SAMS EAST INC, 579 TROY SCHENECTADY RD, LATHAM, NY",5187632007,Pharmacy,42.75037,-73.76579,4,12,400
133,Supplier Directory,"SAMS EAST INC, 69630 STIRLING BLVD, COVINGTON, LA",9853276261,Pharmacy|Optician,30.4384,-90.14567,4,12,1000
134,Supplier Directory,"LINCARE INC, 10 UPTON DR, WILMINGTON, MA",8662071187,Medical Supply Company Other,42.59214,-71.14866,1,12,400
135,Supplier Directory,"SAFEWAY MEDICAL CORPORATION, 1212 WESTHEIMER RD, HOUSTON, TX",8328688609,Medical Supply Company Other|MSC With Respiratory Therapist|Orthotic Personnel,29.74465,-95.39353,4,12,600
136,Supplier Directory,"BEACON RESPIRATORY SERVICES, INC., 4562 MCASHTON ST, SARASOTA, FL",9419268090,Medical Supply Company Other,27.27777,-82.47875,5,12,1000
137,Supplier Directory,"HANGER PROSTHETICS & ORTHOTICS EAST INC, 26 JOURNAL SQUARE PLZ, JERSEY CITY, NJ",9737360628,Orthotic Personnel|Prosthetic Personnel,40.7304442,-74.06372298,3,12,800
138,Supplier Directory,"CAPSTONE MEDICAL LLC, 9501 LAKEWOOD DR SW, LAKEWOOD, WA",8005747992,Medical Supply Company Other,47.1716,-122.50604,2,12,200
139,Supplier Directory,"WEST WICHITA FAMILY OPTOMETRISTS, 1202 W MAPLE ST, WICHITA, KS",3162623716,Optometrist,37.68062,-97.35474,1,12,400
140,Supplier Directory,"WAL-MART STORES EAST LP, 3101 ROSWELL RD, MARIETTA, GA",6786954961,Pharmacy,33.97942,-84.46073,1,12,600
141,Supplier Directory,"PULMOCARE RESPIRATORY SERVICES INC, 760 VIA LATA AVE, COLTON, CA",9097775000,MSC With Respiratory Therapist,34.0573,-117.30685,4,12,1000
142,Supplier Directory,"POTOMIC MEDICAL SUPPLIES INC, 8957 EDMONSTON RD, GREENBELT, MD",3012700612,Medical Supply Company Other,39.00707,-76.89945,5,12,200
143,Supplier Directory,"TRUBI1 LLC, 200 WESLEY DR, KERRVILLE, TX",8308960167,Pharmacy,30.04581,-99.15109,3,12,600
144,Supplier Directory,"WALGREEN CO, 977 ELLIS AVE, JACKSON, MS",6019449965,Pharmacy,32.30632,-90.22788,5,12,800
145,Supplier Directory,"BRIAN E WEBER OD LLC, 21 E WARD ST, SPRINGFIELD, OH",9373255045,Optometrist,39.93256,-83.8085,1,12,200
146,Supplier Directory,"JAMES M GREER DPM, 350 JOHN MUIR PKWY, BRENTWOOD, CA",9255161551,Orthotic Personnel,37.91939,-121.73459,3,12,400
147,Supplier Directory,"MARK B. BYERS O.D., 429 D ST, MARYSVILLE, CA",5307421679,Optometrist,39.13981,-121.58881,2,12,200
148,Supplier Directory,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC, 4302 ALTON RD, MIAMI BEACH, FL",3056742518,Pharmacy,25.81597499,-80.137706,3,12,400
149,Supplier Directory,"ORTHOTIC PROSTHETIC CENTER INC, 419 N REYNOLDS RD, TOLEDO, OH",4195312222,MSC With Orthotic Personnel|MSC With Prosthetic Personnel|MSC With Orthotic-Prosthetic|Orthotic Personnel|Prosthetic Personnel,41.64353,-83.6647,5,12,400
150,Supplier Directory,"STRONG OPTICAL SHOP, 601 ELMWOOD AVE, ROCHESTER, NY",5852733937,Optician,43.12427,-77.62484,1,12,1000
151,Supplier Directory,"GARFIELD BEACH CVS LLC, 26550 BOUQUET CANYON RD, SAUGUS, CA",6612971968,Pharmacy,34.42687,-118.53726,1,12,400
152,Supplier Directory,"MCCAULLEY OPTOMETRIC PA, 2601 10TH ST, GREAT BEND, KS",6207922020,Optometrist,38.36121,-98.77471801,1,12,400
153,Supplier Directory,"MISSOURI CVS PHARMACY LLC, 501 W MOUNT VERNON ST, NIXA, MO",4177248409,Pharmacy,37.04336,-93.28707,1,12,600
154,Supplier Directory,"JG OPTICAL INC, 108 BROUGHTON AVE, BLOOMFIELD, NJ",9737431353,Optician,40.814633,-74.18742898,2,12,600
155,Supplier Directory,"DOCTOR'S PHARMACY-VITAL CARE, INC., 611-B EAST LAMAR STREET, AMERICUS, GA",2299289010,Pharmacy,32.07119781,-84.22508962,5,12,600
156,Supplier Directory,"PENNSYLVANIA CVS PHARMACY LLC, 1535 W 26TH STREET, ERIE, PA",8144611215,Pharmacy,42.09952,-80.10691,5,12,800
157,Supplier Directory,"CVS PHARMACY INC, 10515 FRY RD, CYPRESS, TX",2812568779,Pharmacy,29.94056,-95.72343,1,12,200
158,Supplier Directory,"EYE HEALTH ASSOCIATES INC, 51 STATE RD, DARTMOUTH, MA",5089941400,Optometrist|Optician,41.63701,-70.96311,3,12,1000
159,Supplier Directory,"IHC HEALTH SERVICES INC, 289W 1230 N, PROVO, UT",8013578250,Medical Supply Company Other|MSC With Respiratory Therapist,40.2505,-111.66302,1,12,800
160,Supplier Directory,"WALMART INC, 700 MIKES PIKE ST, WINSLOW, AZ",9282893301,Pharmacy|Optician,35.04072,-110.70059,5,12,400
161,Supplier Directory,"SMITH TURNER DRUGSTORE INC, 140 CHURCH ST, SNEEDVILLE, TN",4237332322,Pharmacy,36.53104,-83.21662,2,12,200
162,Supplier Directory,"WAL-MART STORES EAST LP, 770 BROADWAY, SAGUS, MA",4792772500,Pharmacy,42.47221,-71.02439,4,12,200
163,Supplier Directory,"NORTH CAROLINA CVS PHARMACY LLC, 14600 LAWYERS RD, MATTHEWS, NC",7048822743,Pharmacy,35.14259,-80.62398,1,12,1000
164,Supplier Directory,"NAI SATURN EASTERN LLC, 1313 LONDONTOWN BLVD, ELDERSBURG, MD",4105521015,Pharmacy|Grocery Store,39.40979,-76.94758,4,12,800
165,Supplier Directory,"VIRGINIA CVS PHARMACY LLC, 4126 PLANTATION RD NE, ROANOKE, VA",5405634968,Pharmacy,37.31282,-79.93327,2,12,600
166,Supplier Directory,"MEDEQUIPPED LLC, 747 CHESTNUT RIDGE RD, SPRING VALLEY, NY",8453776670,Medical Supply Company Other,41.0852,-74.05267,3,12,400
